34201.969835580,2,206800042,100,220037,-1
34201.974136872,1,206800045,100,219968,-2
34202.008778214,4,206800022,200,219969,2
34202.018040252,1,206800046,300,219991,-2
34202.054210973,4,206800033,300,220041,1
34202.099476550,3,206800046,300,219991,-2
34202.145068895,1,206800047,500,219975,-2
34202.194280358,2,206800016,100,220031,-1
34202.237736484,4,206800009,200,219978,2
34202.255465918,1,206800048,300,219966,-2
34202.263605936,4,206800045,100,219968,2
34202.308451080,2,206800012,100,219974,-2
34202.340799834,1,206800049,500,219977,-2
34202.343718673,3,206800027,100,219971,-2
34202.356503365,2,206800012,50,219974,-2
34202.371154685,1,206800050,300,219985,-2
34202.421122086,1,206800051,100,219963,-2
34202.466263302,1,206800052,500,220040,-1
34202.470866151,1,206800053,500,219963,-2
34202.484058727,3,206800042,200,220037,-1
34202.532923359,1,206800054,500,220016,-1
34202.536893065,1,206800055,100,219991,-2
34202.585095124,1,206800056,300,220019,-1
34202.600535089,1,206800057,200,219963,-2
34202.649584218,1,206800058,500,219980,-2
34202.697192450,2,206800048,50,219966,-2
34202.735374817,2,206800029,100,220025,-1
34202.736469323,1,206800059,500,219969,-2
34202.760916117,1,206800060,200,219971,-2
34202.800849889,3,206800056,300,220019,-1
34202.826942957,1,206800061,500,219984,-2
34202.828052823,1,206800062,200,219967,-2
34202.876189234,1,206800063,100,220023,-1
34202.916801719,1,206800064,100,219977,-2
34202.940655295,1,206800065,200,219965,-2
34202.943396988,2,206800044,50,219985,-2
34202.955140371,1,206800066,300,219981,-2
34202.968354959,1,206800067,300,220037,-1
34202.977457460,4,206800035,200,220026,1
34203.027086713,1,206800068,200,219969,-2
34203.032051003,4,206800054,500,220016,1
34203.068506816,1,206800069,300,219959,-2
34203.112157408,1,206800070,200,219981,-2
34203.157416696,4,206800049,500,219977,2
34203.169704460,1,206800071,200,220025,-1
34203.175483992,1,206800072,500,219987,-2
34203.211795432,3,206800032,100,220027,-1
34203.224017912,4,206800037,300,220037,1
34203.270223163,4,206800066,300,219981,2
34203.295138597,4,206800069,300,219959,2
34203.311119105,1,206800073,500,219965,-2
34203.314184201,1,206800074,500,220010,-1
34203.326306837,1,206800075,300,219984,-2
34203.340857844,4,206800016,175,220031,1
34203.359844283,3,206800014,100,220039,-1
34203.405744313,4,206800065,200,219965,2
34203.441349566,4,206800060,200,219971,2
34203.456059846,3,206800036,200,220024,-1
34203.471221945,4,206800058,250,219980,2
34203.518757479,1,206800076,100,219980,-2
34203.535204190,2,206800058,50,219980,-2
34203.576542602,4,206800051,100,219963,2
34203.612881219,4,206800076,100,219980,2
34203.651980064,1,206800077,300,219982,-2
34203.684575367,1,206800078,200,219981,-2
34203.720036395,1,206800079,100,220019,-1
34203.738956778,3,206800063,100,220023,-1
34203.747137471,1,206800080,300,219965,-2
34203.774069183,4,206800055,100,219991,2
34203.792425149,1,206800081,300,219967,-2
34203.836915437,4,206800043,200,219966,2
34203.838212458,1,206800082,200,219959,-2
34203.845270176,1,206800083,200,220011,-1
34203.894746171,1,206800084,200,219960,-2
34203.897676479,1,206800085,500,220020,-1
34203.905083747,1,206800086,300,220019,-1
34203.911559138,4,206800062,200,219967,2
34203.920489295,1,206800087,300,220011,-1
34203.922492906,1,206800088,300,220020,-1
34203.930718519,1,206800089,300,219988,-2
34203.969369124,3,206800085,500,220020,-1
34204.018755616,3,206800089,300,219988,-2
34204.047650610,1,206800090,300,220010,-1
34204.093630108,1,206800091,200,220013,-1
34204.095010476,1,206800092,500,219962,-2
34204.137575613,1,206800093,100,219985,-2
34204.162124938,4,206800074,500,220010,1
34204.209629414,1,206800094,500,219979,-2
34204.217679516,1,206800095,100,220029,-1
34204.225650897,4,206800064,100,219977,2
34204.230501867,1,206800096,100,219970,-2
34204.238876817,1,206800097,500,220012,-1
34204.254653663,3,206800050,300,219985,-2
34204.280914838,1,206800098,200,219976,-2
34204.283031633,1,206800099,500,219959,-2
34204.294585482,4,206800088,300,220020,1
34204.314377657,3,206800084,200,219960,-2
34204.318077198,1,206800100,500,220035,-1
34204.349111024,1,206800101,500,219981,-2
34204.363039051,3,206800044,150,219985,-2
34204.368510071,1,206800102,200,220018,-1
34204.376800685,3,206800087,300,220011,-1
34204.407800176,4,206800047,250,219975,2
34204.450585743,4,206800052,500,220040,1
34204.468880391,4,206800058,200,219980,2
34204.485658742,1,206800103,100,220020,-1
34204.495199220,4,206800029,100,220025,1
34204.512915516,1,206800104,100,219987,-2
34204.542313061,1,206800105,500,219972,-2
34204.552172957,4,206800099,250,219959,2
34204.562195638,1,206800106,500,220019,-1
34204.571360374,1,206800107,500,219990,-2
34204.600968910,1,206800108,300,219990,-2
34204.608431045,1,206800109,200,220036,-1
34204.647665594,1,206800110,200,220031,-1
34204.686230471,1,206800111,500,219966,-2
34204.700587196,4,206800078,200,219981,2
34204.734704257,4,206800071,200,220025,1
34204.763998872,1,206800112,200,219963,-2
34204.799534019,3,206800095,100,220029,-1
34204.826106769,4,206800012,150,219974,2
34204.847405384,4,206800096,100,219970,2
34204.857018372,1,206800113,200,219960,-2
34204.866351020,2,206800040,50,219980,-2
34204.889461004,4,206800108,300,219990,2
34204.911608564,1,206800114,500,220011,-1
34204.958666298,1,206800115,300,219973,-2
34205.002840926,1,206800116,300,219967,-2
34205.035594585,1,206800117,100,219979,-2
34205.040808304,3,206800093,100,219985,-2
34205.054760917,1,206800118,500,219970,-2
34205.097207303,3,206800104,100,219987,-2
34205.120118839,1,206800119,500,219968,-2
34205.150812655,4,206800025,250,220035,1
34205.169703251,2,206800091,50,220013,-1
34205.186490202,1,206800120,500,219983,-2
34205.202135029,4,206800080,300,219965,2
34205.209345279,1,206800121,500,220021,-1
34205.223447265,1,206800122,300,219965,-2
34205.228239042,4,206800097,500,220012,1
34205.258039190,2,206800057,50,219963,-2
34205.292522274,1,206800123,300,220028,-1
34205.330894061,1,206800124,100,219970,-2
34205.378041871,4,206800061,500,219984,2
34205.401669644,4,206800100,500,220035,1
34205.438000574,4,206800115,300,219973,2
34205.480253119,1,206800125,300,219979,-2
34205.494485426,1,206800126,500,220029,-1
34205.523709624,1,206800127,200,220012,-1
34205.538058144,4,206800111,500,219966,2
34205.573888754,1,206800128,200,219958,-2
34205.608406920,1,206800129,100,220036,-1
34205.635988808,2,206800112,50,219963,-2
34205.647683929,1,206800130,500,220010,-1
34205.679024123,1,206800131,200,220016,-1
34205.729009674,1,206800132,200,220032,-1
34205.760036074,1,206800133,300,219988,-2
34205.767594508,4,206800122,300,219965,2
34205.777501233,1,206800134,100,219980,-2
34205.815349960,3,206800123,300,220028,-1
34205.835335927,2,206800040,100,219980,-2
34205.848404991,1,206800135,300,219965,-2
34205.867576536,1,206800136,500,220018,-1
34205.885148340,1,206800137,300,219977,-2
34205.924186869,4,206800129,100,220036,1
34205.934803814,1,206800138,200,220025,-1
34205.949936036,4,206800124,100,219970,2
34205.958527822,1,206800139,100,219970,-2
34206.000946543,2,206800099,50,219959,-2
34206.030110243,1,206800140,100,219967,-2
34206.050049526,3,206800079,100,220019,-1
34206.099292044,4,206800130,500,220010,1
34206.118905395,3,206800112,150,219963,-2
34206.140093813,2,206800116,50,219967,-2
34206.179929027,1,206800141,500,220028,-1
34206.212838677,1,206800142,100,219974,-2
34206.244137173,1,206800143,100,220037,-1
34206.282455584,4,206800136,250,220018,1
34206.316712375,1,206800144,500,219984,-2
34206.364174405,4,206800110,200,220031,1
34206.409143050,3,206800136,250,220018,-1
34206.411403786,2,206800105,100,219972,-2
34206.441680633,3,206800109,200,220036,-1
34206.458138580,1,206800145,200,220033,-1
34206.491953869,4,206800135,300,219965,2
34206.521141999,3,206800140,100,219967,-2
34206.527245203,1,206800146,100,219964,-2
34206.576969506,1,206800147,100,219968,-2
34206.613105780,4,206800117,100,219979,2
34206.625444544,3,206800041,100,220019,-1
34206.661627395,1,206800148,500,219987,-2
34206.683092958,4,206800090,300,220010,1
34206.684928124,1,206800149,300,220034,-1
34206.733409937,2,206800091,50,220013,-1
34206.739182236,4,206800106,500,220019,1
34206.772246733,3,206800099,200,219959,-2
34206.814299312,1,206800150,500,219986,-2
34206.825820766,1,206800151,300,219979,-2
34206.832735578,1,206800152,300,220029,-1
34206.874449003,1,206800153,200,219981,-2
34206.888397676,4,206800137,300,219977,2
34206.922746702,1,206800154,500,220031,-1
34206.962766259,1,206800155,200,220035,-1
34206.969207781,1,206800156,300,219984,-2
34206.990662831,1,206800157,200,220027,-1
34207.016028861,2,206800138,100,220025,-1
34207.018224186,3,206800149,300,220034,-1
34207.050159453,1,206800158,100,219976,-2
34207.055345578,1,206800159,200,219985,-2
34207.059693410,1,206800160,100,220021,-1
34207.084144132,1,206800161,300,219977,-2
34207.097438020,1,206800162,300,219986,-2
34207.116544412,3,206800094,500,219979,-2
34207.137253448,1,206800163,100,220028,-1
34207.151874952,2,206800154,50,220031,-1
34207.200798491,1,206800164,300,219977,-2
34207.227422671,4,206800092,500,219962,2
34207.267783878,1,206800165,100,220013,-1
34207.282306107,1,206800166,100,219975,-2
34207.302453812,1,206800167,300,219977,-2
34207.304722278,1,206800168,100,219968,-2
34207.308108150,4,206800133,300,219988,2
34207.345085785,4,206800118,250,219970,2
34207.379102265,1,206800169,300,220028,-1
34207.404762337,1,206800170,200,219987,-2
34207.416167578,2,206800083,50,220011,-1
34207.454413760,1,206800171,500,219967,-2
34207.470526234,1,206800172,200,219988,-2
34207.509651965,2,206800067,50,220037,-1
34207.514708655,1,206800173,200,219976,-2
34207.557952179,4,206800068,200,219969,2
34207.606796544,4,206800053,500,219963,2
34207.637018750,1,206800174,100,219969,-2
34207.677767518,1,206800175,100,220017,-1
34207.701887343,1,206800176,200,219988,-2
34207.708503003,4,206800105,400,219972,2
34207.721909483,1,206800177,100,219964,-2
34207.739811945,3,206800146,100,219964,-2
34207.767450704,1,206800178,200,219991,-2
34207.768622378,1,206800179,300,219970,-2
34207.802638227,4,206800167,300,219977,2
34207.834408196,4,206800120,250,219983,2
34207.846626868,1,206800180,100,219985,-2
34207.873049398,1,206800181,200,220016,-1
34207.899882479,1,206800182,500,219987,-2
34207.944464265,2,206800128,50,219958,-2
34207.963681546,4,206800107,500,219990,2
34207.971255684,1,206800183,200,219984,-2
34208.009616823,1,206800184,300,220044,-1
34208.029304023,2,206800173,50,219976,-2
34208.067454124,4,206800170,200,219987,2
34208.097324637,1,206800185,300,220029,-1
34208.113327837,4,206800182,500,219987,2
34208.136152907,1,206800186,500,219984,-2
34208.168832368,3,206800148,500,219987,-2
34208.199661938,1,206800187,300,220021,-1
34208.243639573,4,206800047,250,219975,2
34208.250848115,3,206800155,200,220035,-1
34208.266543051,4,206800075,300,219984,2
34208.282862152,1,206800188,500,219992,-2
34208.306153091,1,206800189,500,219987,-2
34208.341564290,1,206800190,500,219980,-2
34208.347653044,1,206800191,500,219983,-2
34208.357680798,3,206800142,100,219974,-2
34208.388702324,4,206800026,300,220016,1
34208.396620347,1,206800192,100,219985,-2
34208.428280671,4,206800025,250,220035,1
34208.429882696,1,206800193,100,220017,-1
34208.447599702,1,206800194,300,219982,-2
34208.451462118,1,206800195,100,219973,-2
34208.483476951,2,206800125,50,219979,-2
34208.502558724,1,206800196,200,219993,-2
34208.515674796,1,206800197,300,220015,-1
34208.531219218,1,206800198,100,219983,-2
34208.548769079,4,206800120,250,219983,2
34208.562650892,3,206800158,100,219976,-2
34208.597887427,1,206800199,500,220035,-1
34208.639949779,1,206800200,500,219975,-2
34208.648994141,1,206800201,200,219967,-2
34208.657057051,1,206800202,100,219977,-2
34208.687061167,1,206800203,500,219981,-2
34208.696689580,4,206800201,200,219967,2
34208.705310951,1,206800204,100,219966,-2
34208.711237829,1,206800205,300,220045,-1
34208.728671810,1,206800206,200,219987,-2
34208.740387870,4,206800153,200,219981,2
34208.784309628,4,206800195,100,219973,2
34208.828634376,2,206800200,100,219975,-2
34208.877176567,1,206800207,300,219995,-2
34208.918793203,1,206800208,300,219988,-2
34208.949121586,1,206800209,200,219992,-2
34208.951553019,1,206800210,200,219981,-2
34208.968566990,2,206800048,100,219966,-2
34208.988822514,4,206800151,300,219979,2
34209.010809600,1,206800211,200,220037,-1
34209.047056306,3,206800180,100,219985,-2
34209.057265380,1,206800212,200,220021,-1
34209.097606095,4,206800184,300,220044,1
34209.098898767,1,206800213,200,220037,-1
34209.101058844,1,206800214,500,220031,-1
34209.119831181,1,206800215,200,219968,-2
34209.122349501,1,206800216,500,219967,-2
34209.169064277,4,206800102,200,220018,1
34209.201512423,1,206800217,300,220023,-1
34209.248734028,1,206800218,100,220045,-1
34209.254657817,1,206800219,100,220018,-1
34209.290815998,1,206800220,100,220042,-1
34209.339948914,1,206800221,300,220024,-1
34209.341677334,4,206800202,100,219977,2
34209.347941848,2,206800070,100,219981,-2
34209.356056722,3,206800199,500,220035,-1
34209.397499852,2,206800048,100,219966,-2
34209.437648388,1,206800222,200,219968,-2
34209.485501248,3,206800174,100,219969,-2
34209.534513185,1,206800223,500,219972,-2
34209.560512405,4,206800159,200,219985,2
34209.574992883,1,206800224,200,219994,-2
34209.611291349,4,206800166,100,219975,2
34209.616771211,1,206800225,200,220020,-1
34209.629496314,3,206800040,150,219980,-2
34209.660836795,1,206800226,200,220021,-1
34209.690479708,3,206800156,300,219984,-2
34209.708588259,3,206800168,100,219968,-2
34209.710979660,4,206800165,100,220013,1
34209.759254478,4,206800215,200,219968,2
34209.808194253,1,206800227,500,220028,-1
34209.833323138,1,206800228,300,220025,-1
34209.847239111,1,206800229,200,220023,-1
34209.870331006,2,206800082,50,219959,-2
34209.882661711,1,206800230,300,219992,-2
34209.925446812,1,206800231,300,219983,-2
34209.961763158,3,206800192,100,219985,-2
34210.005524275,1,206800232,300,219969,-2
34210.031783123,4,206800188,250,219992,2
34210.033282341,4,206800225,200,220020,1
34210.064793049,2,206800128,100,219958,-2
34210.095836810,3,206800217,300,220023,-1
34210.107500658,1,206800233,100,219978,-2
34210.117334598,1,206800234,200,219967,-2
34210.122137461,3,206800190,500,219980,-2
34210.162468513,4,206800230,300,219992,2
34210.194194784,1,206800235,100,220028,-1
34210.210354821,4,206800206,200,219987,2
34210.228465060,2,206800082,50,219959,-2
34210.257885914,1,206800236,200,220031,-1
34210.307455580,2,206800216,100,219967,-2
34210.318531813,2,206800181,50,220016,-1
34210.333686054,4,206800172,200,219988,2
34210.374015267,1,206800237,100,219993,-2
34210.413476655,4,206800221,300,220024,1
34210.435153533,4,206800121,250,220021,1
34210.452045317,1,206800238,300,220039,-1
34210.495815286,4,206800189,500,219987,2
34210.508360729,1,206800239,300,220034,-1
34210.514238156,1,206800240,200,219980,-2
34210.524209014,3,206800196,200,219993,-2
34210.571198248,4,206800178,200,219991,2
34210.613080567,1,206800241,100,220041,-1
34210.624217238,1,206800242,500,220032,-1
34210.664359438,1,206800243,300,219982,-2
34210.671271396,2,206800171,100,219967,-2
34210.683215731,1,206800244,100,220040,-1
34210.707352015,4,206800157,200,220027,1
34210.714634673,1,206800245,300,220016,-1
34210.755976580,1,206800246,300,219972,-2
34210.764547390,1,206800247,200,219991,-2
34210.771021656,1,206800248,200,219972,-2
34210.815016314,1,206800249,300,219990,-2
34210.841173333,4,206800236,200,220031,1
34210.874700312,4,206800141,250,220028,1
34210.888737369,1,206800250,200,220026,-1
34210.911996411,1,206800251,100,219991,-2
34210.914979864,1,206800252,500,220023,-1
34210.937683957,1,206800253,500,219976,-2
34210.945980667,1,206800254,200,220021,-1
34210.991395839,1,206800255,300,219971,-2
34211.034764578,1,206800256,500,220039,-1
34211.044431798,2,206800077,100,219982,-2
34211.082736043,3,206800082,100,219959,-2
34211.105636690,4,206800150,250,219986,2
34211.134533689,1,206800257,100,220045,-1
34211.160198996,1,206800258,100,220024,-1
34211.188173573,1,206800259,100,219972,-2
34211.217479099,1,206800260,100,220041,-1
34211.252248007,3,206800216,400,219967,-2
34211.289799094,3,206800091,100,220013,-1
34211.311078109,4,206800034,150,220025,1
34211.326603733,3,206800138,100,220025,-1
34211.335963093,1,206800261,200,220035,-1
34211.373370485,3,206800143,100,220037,-1
34211.380742273,1,206800262,300,219973,-2
34211.408791824,4,206800098,200,219976,2
34211.450217224,4,206800219,100,220018,1
34211.491968007,1,206800263,200,219988,-2
34211.523597881,4,206800205,300,220045,1
34211.548245584,1,206800264,100,220047,-1
34211.583709869,1,206800265,100,220020,-1
34211.616969272,1,206800266,500,220017,-1
34211.663444265,2,206800083,50,220011,-1
34211.676205030,3,206800244,100,220040,-1
34211.713062440,1,206800267,300,220032,-1
34211.723120701,1,206800268,200,220037,-1
34211.746172150,3,206800235,100,220028,-1
34211.750050311,3,206800144,500,219984,-2
34211.794965972,3,206800134,100,219980,-2
34211.822920832,3,206800121,250,220021,-1
34211.848724499,1,206800269,200,220043,-1
34211.890538963,1,206800270,300,219995,-2
34211.893268440,1,206800271,200,220022,-1
34211.904872457,1,206800272,500,220035,-1
34211.929539616,3,206800251,100,219991,-2
34211.948551490,1,206800273,300,219987,-2
34211.955178830,4,206800271,200,220022,1
34211.963041423,1,206800274,300,220028,-1
34211.981308485,1,206800275,100,220034,-1
34211.985541773,4,206800204,100,219966,2
34211.986685568,1,206800276,500,220042,-1
34211.999114366,1,206800277,500,219971,-2
34212.035727558,1,206800278,100,220023,-1
34212.050848747,4,206800154,225,220031,1
34212.072111831,1,206800279,200,220043,-1
34212.081461479,1,206800280,300,220018,-1
34212.113687272,4,206800253,250,219976,2
34212.130372600,3,206800256,500,220039,-1
34212.163546008,1,206800281,200,220017,-1
34212.206763599,4,206800278,100,220023,1
34212.256085639,1,206800282,500,220041,-1
34212.299979663,3,206800255,300,219971,-2
34212.349244646,3,206800181,150,220016,-1
34212.390590003,3,206800175,100,220017,-1
34212.414003747,1,206800283,500,220049,-1
34212.451042006,1,206800284,500,219978,-2
34212.481852717,1,206800285,200,220026,-1
34212.496160303,3,206800233,100,219978,-2
34212.524296281,4,206800160,100,220021,1
34212.549384573,1,206800286,300,220028,-1
34212.584859840,4,206800072,250,219987,2
34212.610617138,4,206800281,200,220017,1
34212.658460626,1,206800287,300,219971,-2
34212.670697002,1,206800288,200,220037,-1
34212.714198424,3,206800197,300,220015,-1
34212.719765517,3,206800081,300,219967,-2
34212.723177626,1,206800289,300,220045,-1
34212.766795902,1,206800290,300,219984,-2
34212.790863366,4,206800226,200,220021,1
34212.820235365,1,206800291,100,220029,-1
34212.854259484,1,206800292,100,219992,-2
34212.864930814,1,206800293,500,219970,-2
34212.907523096,1,206800294,300,220019,-1
34212.953029888,3,206800101,500,219981,-2
34212.957247950,2,206800150,50,219986,-2
34212.997100028,1,206800295,300,220047,-1
34213.004622691,1,206800296,500,219991,-2
34213.038477202,4,206800223,250,219972,2
34213.074332742,2,206800203,100,219981,-2
34213.084788160,3,206800288,200,220037,-1
34213.105246750,3,206800266,500,220017,-1
34213.113213992,4,206800210,200,219981,2
34213.155065249,3,206800280,300,220018,-1
34213.179963588,1,206800297,500,219976,-2
34213.195251941,1,206800298,200,220025,-1
34213.231633063,2,206800207,100,219995,-2
34213.277402630,1,206800299,500,220031,-1
34213.316904086,4,206800131,200,220016,1
34213.346604319,3,206800209,200,219992,-2
34213.370999852,1,206800300,500,220033,-1
34213.398363199,3,206800290,300,219984,-2
34213.445883086,1,206800301,200,219970,-2
34213.486242562,4,206800126,500,220029,1
34213.527734926,1,206800302,200,220019,-1
34213.554331239,2,206800212,100,220021,-1
34213.566278343,4,206800250,200,220026,1
34213.609016209,1,206800303,100,220022,-1
34213.628755725,3,206800188,250,219992,-2
34213.660734911,1,206800304,100,219971,-2
34213.697110738,4,206800185,300,220029,1
34213.728665683,4,206800258,100,220024,1
34213.777282648,1,206800305,500,220026,-1
34213.780649938,1,206800306,200,219971,-2
34213.789400032,1,206800307,100,220024,-1
34213.805945917,3,206800285,200,220026,-1
34213.825059302,2,206800141,100,220028,-1
34213.844341439,1,206800308,200,220020,-1
34213.858585311,1,206800309,200,219994,-2
34213.903864197,3,206800191,500,219983,-2
34213.949617805,1,206800310,300,219971,-2
34213.974498216,4,206800059,500,219969,2
34214.010918793,4,206800262,300,219973,2
34214.034925549,1,206800311,100,220030,-1
34214.044479976,1,206800312,200,219975,-2
34214.087881736,1,206800313,100,220024,-1
34214.130859210,4,206800308,200,220020,1
34214.160857959,1,206800314,200,219978,-2
34214.185559156,1,206800315,100,219981,-2
34214.210625139,1,206800316,100,220021,-1
34214.217988305,1,206800317,500,219980,-2
34214.244808699,1,206800318,200,220028,-1
34214.274895490,1,206800319,200,220019,-1
34214.306524815,4,206800048,50,219966,2
34214.315672597,1,206800320,100,220035,-1
34214.360713018,1,206800321,200,219977,-2
34214.368472682,1,206800322,300,219972,-2
34214.390908800,4,206800214,250,220031,1
34214.414632290,1,206800323,100,219979,-2
34214.433809316,3,206800083,100,220011,-1
34214.454582362,1,206800324,500,219996,-2
34214.462818231,2,206800306,50,219971,-2
34214.502872200,1,206800325,200,220027,-1
34214.527777759,1,206800326,200,219989,-2
34214.530948133,2,206800179,50,219970,-2
34214.550834586,1,206800327,200,220030,-1
34214.573841430,4,206800132,200,220032,1
34214.613342042,4,206800270,300,219995,2
34214.617139702,1,206800328,200,220023,-1
34214.639242805,2,206800057,50,219963,-2
34214.668255640,1,206800329,300,219993,-2
34214.705372155,1,206800330,500,220028,-1
34214.712336981,1,206800331,200,219990,-2
34214.725761187,1,206800332,200,220039,-1
34214.734112626,1,206800333,100,220039,-1
34214.766441346,1,206800334,200,220039,-1
34214.785755730,1,206800335,200,219997,-2
34214.787094957,1,206800336,200,220043,-1
34214.829889727,3,206800161,300,219977,-2
34214.872211979,1,206800337,300,219996,-2
34214.917998972,3,206800332,200,220039,-1
34214.940894028,2,206800294,100,220019,-1
34214.989960134,1,206800338,500,220022,-1
34214.999227526,3,206800207,200,219995,-2
34215.012177303,4,206800223,250,219972,2
34215.051992429,1,206800339,200,219993,-2
34215.081986827,1,206800340,500,220047,-1
34215.117267695,1,206800341,300,220026,-1
34215.118909682,4,206800229,200,220023,1
34215.141517117,1,206800342,100,220047,-1
34215.173758250,4,206800198,100,219983,2
34215.182270414,1,206800343,300,219997,-2
34215.213749714,1,206800344,200,220030,-1
34215.224757592,1,206800345,500,220047,-1
34215.272203499,4,206800176,200,219988,2
34215.277374478,1,206800346,300,220042,-1
34215.280743544,1,206800347,100,219968,-2
34215.318026629,1,206800348,200,219990,-2
34215.345665490,1,206800349,200,219990,-2
34215.384601153,1,206800350,100,220043,-1
34215.420207248,4,206800294,200,220019,1
34215.436544734,4,206800291,100,220029,1
34215.482645472,2,206800125,50,219979,-2
34215.511738763,1,206800351,200,220019,-1
34215.522821839,1,206800352,300,220035,-1
34215.567610245,1,206800353,100,219968,-2
34215.598922173,1,206800354,100,219986,-2
34215.615684275,4,206800249,300,219990,2
34215.635712777,1,206800355,500,220025,-1
34215.643579247,1,206800356,200,219994,-2
34215.646622457,3,206800070,100,219981,-2
34215.694915043,1,206800357,100,220025,-1
34215.737953704,2,206800314,50,219978,-2
34215.762822829,3,206800279,200,220043,-1
34215.784610108,1,206800358,300,220032,-1
34215.822867983,4,206800301,200,219970,2
34215.834959080,3,206800320,100,220035,-1
34215.865153597,1,206800359,200,219995,-2
34215.875012777,2,206800243,50,219982,-2
34215.903886582,4,206800231,300,219983,2
34215.932245087,1,206800360,100,219985,-2
34215.962583655,4,206800119,250,219968,2
34215.967494190,1,206800361,100,219984,-2
34215.986687036,1,206800362,100,219987,-2
34216.004048923,4,206800118,250,219970,2
34216.027410947,1,206800363,300,219984,-2
34216.033263528,1,206800364,100,220030,-1
34216.045127095,3,206800208,300,219988,-2
34216.060247746,3,206800228,300,220025,-1
34216.076729350,1,206800365,300,219992,-2
34216.111969948,1,206800366,200,219984,-2
34216.139977933,1,206800367,100,219980,-2
34216.164785163,3,206800311,100,220030,-1
34216.166928844,4,206800224,200,219994,2
34216.201629629,1,206800368,500,220043,-1
34216.203384513,2,206800261,100,220035,-1
34216.241473012,1,206800369,200,219989,-2
34216.289406486,3,206800259,100,219972,-2
34216.297515698,1,206800370,200,219983,-2
34216.299961532,2,206800194,100,219982,-2
34216.318756370,1,206800371,500,219977,-2
34216.357641415,4,206800370,200,219983,2
34216.367014788,1,206800372,300,220019,-1
34216.387519194,1,206800373,300,220033,-1
34216.390748929,1,206800374,100,220029,-1
34216.438332228,3,206800333,100,220039,-1
34216.474982610,3,206800127,200,220012,-1
34216.490932434,3,206800252,500,220023,-1
34216.538497210,4,206800169,300,220028,1
34216.578802826,1,206800375,500,220039,-1
34216.616915246,4,206800077,200,219982,2
